,Type,Gender,FurLength,agecat,breedcat,namecat,descriptcat,colorcat,colorcat2,healthcat,statecat,MaturitySizecat,Photocat,quantitycat,paidcat,Target
7412,2,3,1,1,2,1,0,2,1,0,0,0,3,1,0,0
7413,2,2,2,2,2,0,0,2,0,0,0,1,0,0,0,0
7414,2,3,2,0,0,0,0,2,1,0,0,1,1,1,0,1
7415,2,2,2,3,2,1,0,1,1,0,1,1,3,0,0,0
7416,1,1,2,3,0,0,0,1,1,0,0,1,1,0,0,1
7417,1,1,2,4,2,0,0,1,0,1,0,1,1,0,0,0
7418,1,1,2,3,2,0,1,1,1,1,1,0,2,0,1,1
7419,1,1,2,1,0,0,0,1,1,0,0,1,1,0,0,1
7420,1,3,2,0,0,0,0,1,1,0,0,1,1,1,1,1
7421,2,1,1,0,2,1,0,1,0,0,0,0,3,0,0,0
7422,2,2,2,0,0,1,0,2,1,0,0,1,3,0,0,1
7423,1,2,1,0,0,1,0,1,1,0,1,1,5,0,0,1
7424,2,2,1,1,0,1,1,1,1,1,1,0,5,1,0,1
7425,2,2,1,4,2,0,0,2,1,1,1,1,2,0,0,0
7426,1,1,1,4,2,0,0,2,1,1,0,1,3,0,0,1
7427,1,2,1,4,2,0,0,0,0,1,1,1,4,1,1,1
7428,1,1,2,4,2,0,0,2,1,1,0,0,5,0,1,1
7429,2,3,1,4,0,0,1,0,0,1,1,1,4,1,0,0
7430,2,1,1,3,2,0,1,1,1,1,0,1,2,0,0,1
7431,1,1,1,3,0,0,0,0,1,1,1,1,3,0,0,1
7432,2,2,1,3,2,0,0,0,1,0,0,1,1,0,0,0
7433,2,2,2,0,0,0,0,2,1,0,1,1,5,1,0,1
7434,1,1,2,4,0,0,0,0,0,1,1,1,2,0,0,1
7435,2,2,1,2,2,0,0,1,0,1,0,0,4,0,1,1
7436,1,1,1,3,2,0,0,2,1,1,0,0,5,0,0,1
7437,1,1,1,1,0,0,0,1,1,0,1,1,3,0,0,1
7438,2,3,1,2,2,0,0,1,0,0,1,0,5,1,0,1
7439,2,1,2,2,2,0,0,1,1,0,0,1,3,0,0,1
7440,2,2,1,3,2,0,0,2,1,1,0,0,1,0,1,0
7441,2,1,1,4,2,0,0,2,1,1,0,0,1,1,0,0
7442,1,1,1,4,0,1,0,0,1,1,0,1,0,0,0,0
7443,2,2,2,0,2,0,0,2,1,1,0,1,4,0,1,1
7444,2,1,2,1,0,0,0,2,1,0,0,1,4,0,0,1
7445,1,1,1,2,0,0,0,0,1,0,1,1,3,0,1,1
7446,2,2,2,3,0,1,0,1,1,0,1,0,5,0,0,1
7447,2,2,1,2,2,1,0,0,0,1,1,0,2,0,0,1
7448,2,2,2,4,2,0,0,2,0,1,1,1,3,0,1,1
7449,2,3,2,4,2,1,0,2,1,0,0,1,0,1,0,0
7450,2,1,1,2,2,1,0,2,1,1,0,1,5,0,0,1
7451,2,3,1,1,2,0,0,1,1,0,1,1,3,1,0,1
7452,1,2,1,4,0,0,0,2,1,1,0,0,3,1,0,0
7453,1,1,2,1,0,1,0,1,1,0,1,0,4,1,0,1
7454,2,2,2,2,0,1,0,2,1,1,1,1,3,0,0,1
7455,1,1,1,3,0,1,0,0,1,0,0,1,3,0,0,1
7456,2,1,2,2,2,1,0,1,1,0,0,1,1,0,0,0
7457,2,2,1,3,2,0,0,0,1,0,1,0,1,0,0,0
7458,1,2,2,2,0,0,0,0,1,1,1,1,4,0,0,1
7459,1,1,2,0,0,0,0,1,1,0,0,1,4,0,0,1
7460,2,1,2,0,0,1,0,1,0,0,1,1,5,0,0,1
7461,1,2,2,0,0,0,0,1,1,0,0,1,3,0,0,0
7462,2,2,1,2,2,0,0,1,0,0,1,1,5,0,1,1
7463,1,3,2,4,2,1,0,1,1,0,1,0,4,1,1,1
7464,2,2,1,0,2,1,0,1,1,0,1,1,1,0,0,1
7465,1,1,1,3,0,1,0,1,1,1,1,1,3,0,1,1
7466,2,2,2,4,2,0,0,2,1,0,0,0,3,0,0,1
7467,2,2,1,2,0,0,0,1,0,1,1,1,1,0,0,1
7468,2,3,1,2,2,0,0,2,1,0,1,0,5,1,0,0
7469,1,3,1,0,0,0,0,1,1,0,1,0,5,1,0,1
7470,2,1,2,1,2,0,0,1,1,0,1,1,2,0,0,1
7471,1,2,2,1,0,1,0,0,1,1,0,1,1,1,0,1
7472,2,2,1,1,2,0,0,2,1,0,1,0,3,0,1,0
7473,2,3,2,0,0,1,0,1,0,0,1,0,3,1,0,1
7474,2,2,1,3,0,0,0,1,1,0,1,0,5,0,0,1
7475,1,2,2,3,0,1,0,1,1,1,1,1,1,0,0,1
7476,1,2,2,1,0,0,0,2,1,0,0,1,3,1,0,0
7477,1,2,1,1,0,0,0,1,1,1,1,1,3,0,0,0
7478,1,2,1,1,0,0,0,2,1,0,0,1,1,1,0,0
7479,1,2,1,1,0,0,0,1,1,0,1,0,3,0,0,0
7480,1,2,2,3,0,0,0,2,1,1,0,0,3,0,1,0
7481,1,2,1,3,0,0,0,2,1,0,0,1,4,0,0,1
7482,1,2,1,4,2,0,1,2,0,0,1,0,3,0,0,1
7483,1,2,2,4,2,0,0,0,1,1,1,0,5,0,1,1
7484,1,2,2,3,0,0,0,1,1,1,0,0,1,0,0,1
7485,2,2,1,4,2,1,0,0,0,1,1,1,3,0,1,1
7486,2,2,2,2,2,0,0,1,1,0,0,1,5,0,0,1
7487,1,2,2,3,0,1,0,2,1,0,1,1,2,0,0,0
7488,2,3,2,1,2,0,0,1,1,0,1,1,4,1,0,1
7489,1,2,1,1,0,0,0,1,1,0,0,1,2,0,0,1
7490,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1
7491,1,1,2,4,2,0,0,0,0,1,0,0,2,0,0,1
7492,1,1,2,3,0,0,0,2,1,0,1,0,4,0,0,1
7493,1,1,2,4,2,0,0,0,0,1,0,0,3,0,1,0
7494,2,2,2,2,0,0,0,1,1,0,1,1,4,1,1,1
7495,1,2,1,0,0,1,0,0,0,1,1,1,3,0,0,1
7496,1,2,2,0,0,0,1,0,1,0,1,1,4,0,0,1
7497,1,2,1,0,0,1,0,1,1,0,0,1,2,0,0,1
7498,1,1,2,2,0,0,0,0,0,1,0,1,1,0,0,0
7499,1,1,1,4,2,0,0,2,1,1,0,1,1,0,1,0
7500,2,1,1,3,2,1,0,1,0,1,0,1,2,0,1,1
7501,2,1,2,3,0,0,0,2,1,1,1,0,5,0,0,1
7502,2,2,1,2,0,0,0,2,0,1,1,1,5,0,1,1
7503,1,2,1,2,0,0,0,0,0,1,0,1,3,0,0,0
7504,2,2,2,4,2,0,0,2,1,1,1,1,3,0,1,1
7505,1,2,2,0,0,0,0,0,1,0,1,1,1,0,0,1
7506,2,3,1,1,2,0,0,1,1,0,0,1,3,1,0,1
7507,2,2,2,4,2,1,0,1,1,1,1,1,2,0,0,0
7508,2,3,1,0,2,0,0,1,1,0,0,0,3,1,0,0
7509,2,2,2,1,0,1,0,2,1,0,1,1,3,0,0,1
7510,1,2,1,0,0,0,0,0,1,0,1,1,5,0,0,1
7511,1,2,2,3,2,0,0,0,1,1,0,0,2,0,1,1
7512,1,2,2,4,0,0,0,1,1,1,1,1,1,0,0,1
7513,1,1,1,1,0,1,0,0,1,1,1,1,2,0,0,1
7514,1,1,1,3,0,0,0,1,1,1,0,1,1,0,0,0
7515,2,3,1,4,0,0,0,2,1,1,1,1,4,1,0,0
7516,1,1,2,4,0,1,0,0,0,1,1,0,3,0,0,0
7517,1,2,2,1,0,0,0,0,1,1,1,1,5,0,0,1
7518,1,2,1,3,2,1,0,0,1,1,0,0,2,0,0,1
7519,2,1,1,2,2,0,0,1,0,1,1,1,4,0,0,1
7520,2,2,1,1,2,0,0,0,1,0,1,1,3,0,0,1
7521,2,3,2,4,0,0,0,2,1,1,1,1,1,1,0,1
7522,1,1,1,1,0,0,0,0,1,0,1,1,4,0,0,1
7523,1,1,1,3,0,1,0,1,1,0,1,0,2,0,0,1
7524,2,2,2,4,0,1,0,1,1,1,1,1,2,0,0,1
7525,2,2,1,3,2,0,0,2,1,0,0,1,1,0,0,1
7526,1,2,2,2,0,0,0,1,1,0,0,1,5,0,0,1
7527,2,2,2,4,2,1,0,2,0,1,0,0,3,0,1,1
7528,2,1,1,1,2,0,0,0,1,0,0,0,5,0,0,1
7529,1,2,1,1,0,0,0,1,1,0,1,1,2,0,0,0
7530,2,3,1,1,2,0,0,1,1,0,0,1,3,1,0,1
7531,2,1,1,3,0,0,0,1,1,0,1,1,3,0,0,0
7532,2,3,1,1,2,0,0,1,1,0,0,0,4,1,0,1
7533,1,3,2,0,0,0,1,2,1,0,1,1,5,1,0,0
7534,1,2,1,2,0,0,0,0,1,1,1,1,4,0,0,1
7535,2,2,1,4,0,0,0,2,1,1,0,1,3,1,0,0
7536,1,1,2,4,0,0,0,0,1,1,1,1,4,0,0,1
7537,1,2,1,4,2,0,0,1,1,1,1,1,1,0,0,1
7538,2,2,2,4,0,1,0,2,1,0,0,1,2,0,0,0
7539,2,1,1,3,0,1,0,0,1,0,1,1,2,0,0,1
7540,1,2,1,3,0,0,0,0,0,1,1,1,3,0,0,1
7541,1,2,2,3,0,1,0,0,0,1,1,1,3,0,0,1
7542,2,1,1,2,2,1,0,1,1,1,1,1,5,0,1,1
7543,1,1,1,4,2,1,0,1,1,1,0,0,3,0,0,1
7544,2,1,2,1,0,1,0,0,0,0,1,0,4,0,0,1
7545,2,1,1,2,0,0,0,1,1,0,1,0,3,0,0,1
7546,1,2,2,1,0,1,0,2,1,1,1,0,5,0,0,1
7547,2,1,1,4,2,1,1,2,1,1,0,0,3,0,0,1
7548,1,1,1,0,0,0,0,1,1,1,1,1,5,0,0,1
7549,2,2,1,3,2,0,0,0,1,0,1,0,1,0,0,1
7550,2,2,1,3,0,1,0,1,0,0,1,0,1,0,0,1
7551,1,1,2,0,0,0,0,1,1,0,1,1,3,0,0,1
7552,1,1,1,0,0,0,0,0,1,0,1,1,5,0,1,1
7553,1,2,1,3,0,0,0,0,0,1,0,1,3,0,0,0
7554,1,1,1,2,0,0,0,2,0,1,0,1,3,0,0,1
7555,2,1,1,2,2,1,0,1,1,1,0,1,1,0,1,0
7556,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0
7557,1,2,2,2,0,0,0,1,1,1,1,1,3,0,0,1
7558,1,1,2,4,0,1,0,1,1,1,1,0,5,0,1,1
7559,2,2,1,3,2,0,0,1,1,1,0,0,2,0,0,1
7560,1,2,2,4,0,0,0,2,1,1,1,1,3,0,0,1
7561,2,1,1,1,2,0,0,0,0,0,1,1,3,0,1,1
7562,1,1,2,1,0,0,0,0,1,0,1,0,3,0,0,1
7563,1,2,1,1,0,0,1,0,1,1,1,1,5,0,0,1
7564,1,1,2,3,0,1,1,2,1,1,1,1,5,1,0,0
7565,2,3,1,1,2,0,0,2,1,0,1,0,0,1,0,1
7566,2,1,1,3,2,0,0,1,0,0,1,0,1,0,0,1
7567,2,3,2,2,2,0,0,2,1,0,1,0,2,1,0,1
7568,2,1,1,2,2,1,0,1,0,0,1,1,1,0,1,1
7569,2,3,1,2,2,0,0,2,0,0,0,1,3,1,0,1
7570,1,1,1,3,0,0,0,0,0,0,1,1,2,0,0,0
7571,1,2,2,4,2,0,0,0,0,1,0,0,2,0,1,1
7572,1,2,1,2,0,0,0,0,1,0,0,1,3,0,0,0
7573,1,3,2,0,0,0,0,2,1,0,0,1,4,1,1,1
7574,2,3,2,1,0,1,0,2,1,0,1,0,3,1,0,1
7575,1,1,2,1,0,0,0,2,1,0,1,1,4,0,0,1
7576,2,2,1,2,2,1,0,0,1,0,1,1,2,1,0,1
7577,1,2,1,3,0,1,0,0,1,0,1,0,4,0,0,0
7578,2,3,1,3,2,1,1,2,1,0,0,1,4,1,0,1
7579,1,2,1,1,0,0,0,0,1,1,0,1,2,0,0,0
7580,1,2,1,4,0,1,1,2,1,0,1,1,3,0,0,0
7581,2,2,1,0,2,0,0,2,1,0,1,0,5,0,0,0
7582,1,2,1,0,0,0,0,0,1,0,1,0,5,1,0,1
7583,1,3,1,2,0,1,1,1,1,0,1,1,3,1,0,1
7584,1,3,2,0,0,0,0,2,1,0,0,1,3,1,1,0
7585,2,2,1,2,2,0,0,1,1,0,1,1,4,0,0,1
7586,2,1,1,0,2,0,0,1,1,0,0,0,3,0,0,1
7587,1,1,2,4,2,1,0,0,0,1,0,0,1,0,0,1
7588,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1
7589,1,2,2,1,0,0,0,1,0,1,0,1,1,0,1,0
7590,2,2,1,3,2,0,0,0,0,0,0,1,3,0,0,0
7591,1,1,1,4,0,0,0,0,1,1,0,1,5,0,0,1
7592,2,2,2,4,0,0,0,2,1,1,0,1,1,0,0,0
7593,1,2,1,3,0,0,0,1,1,1,1,1,2,1,0,0
7594,2,2,1,4,2,1,0,2,1,0,1,0,3,0,1,0
7595,1,2,2,1,0,0,0,0,1,0,0,1,1,0,0,1
7596,1,2,2,3,2,0,0,0,0,1,1,0,2,0,0,1
7597,2,2,1,0,2,1,0,1,0,0,1,1,1,0,0,1
7598,2,1,2,4,0,0,0,0,0,1,1,1,3,0,0,0
7599,1,2,2,3,0,0,0,0,1,1,1,1,5,0,0,0
7600,1,2,2,4,2,0,0,2,1,1,0,1,2,0,1,1
7601,2,1,2,2,0,0,0,0,0,0,0,1,5,0,1,0
7602,1,1,2,0,0,1,0,0,1,0,1,1,1,0,0,1
7603,2,2,1,2,0,1,0,2,1,0,1,1,5,1,0,0
7604,2,1,1,2,2,1,0,2,1,1,1,1,4,1,1,1
7605,1,2,2,2,0,0,0,0,1,1,1,1,3,0,0,1
7606,2,3,1,0,2,1,0,1,0,0,0,0,5,1,0,1
7607,2,2,1,3,2,0,0,2,1,1,0,1,3,1,0,1
7608,1,3,2,0,2,1,0,2,1,0,0,0,3,1,0,1
7609,2,3,2,1,2,1,0,1,0,0,0,0,2,1,0,1
7610,1,2,1,1,0,1,0,1,1,0,1,1,2,0,0,1
7611,1,1,1,1,0,0,0,1,1,0,1,1,3,0,0,1
7612,1,2,1,3,0,0,0,0,1,1,0,1,3,1,0,0
7613,1,1,1,3,0,0,0,0,1,0,0,0,1,0,0,1
7614,1,3,2,4,2,0,0,1,1,1,0,0,1,1,0,1
7615,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1
7616,1,2,2,4,2,1,0,1,1,1,1,0,2,0,0,1
7617,2,2,1,2,0,1,0,2,1,0,1,1,2,0,0,1
7618,2,2,2,2,2,0,0,1,1,0,0,0,4,0,1,1
7619,2,2,1,2,2,0,0,2,1,0,0,1,3,0,1,1
7620,1,3,1,0,0,0,0,2,1,0,1,1,5,1,0,1
7621,2,2,1,2,2,1,0,0,0,0,0,0,5,0,0,1
7622,1,2,2,3,0,0,0,2,1,0,1,0,1,0,0,1
7623,2,3,1,0,2,0,0,1,1,0,0,0,2,1,0,1
7624,1,1,1,4,0,1,0,0,0,1,1,1,3,0,0,0
7625,1,2,2,2,0,0,0,1,1,1,1,1,1,0,1,0
7626,1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,1
7627,2,2,1,2,0,0,0,2,1,0,1,1,4,0,0,1
7628,1,2,2,4,2,0,0,0,0,0,0,1,2,0,1,1
7629,1,1,1,1,0,0,0,1,1,1,1,0,5,0,0,1
7630,2,1,2,1,0,0,0,0,0,0,1,0,4,0,0,1
7631,1,2,1,1,0,0,0,1,1,1,1,1,5,1,0,1
7632,2,1,1,4,2,1,1,1,0,0,1,1,0,0,0,0
7633,2,1,2,1,0,0,0,2,1,1,1,0,1,0,0,0
7634,1,1,2,2,0,0,0,2,1,1,0,0,3,0,1,0
7635,1,2,1,3,0,0,1,1,1,1,1,1,4,1,1,0
7636,2,3,1,2,2,0,0,1,1,1,1,1,2,1,0,1
7637,2,2,1,1,2,0,0,1,1,0,1,0,1,0,1,1
7638,2,2,1,1,2,0,0,1,1,0,0,0,1,0,0,1
7639,1,1,1,4,0,0,0,1,1,0,1,1,3,0,0,1
7640,1,1,1,4,2,1,0,1,1,1,1,0,3,0,0,1
7641,1,2,1,1,0,0,0,1,1,0,0,0,5,0,0,1
7642,1,2,2,4,2,0,1,0,0,0,0,0,5,0,1,1
7643,1,1,1,2,0,0,0,0,0,1,0,1,1,0,0,0
7644,1,2,2,1,0,0,0,1,1,0,1,1,2,0,1,0
7645,2,2,1,2,2,1,0,1,0,0,1,0,3,0,0,1
7646,2,1,2,1,0,0,0,1,0,0,0,1,4,0,0,1
7647,1,2,2,0,0,1,0,0,1,0,1,1,5,0,1,1
7648,1,1,1,4,0,1,0,1,1,0,1,0,2,0,0,1
7649,1,2,2,1,0,1,0,2,1,1,0,1,1,0,1,1
7650,2,2,2,3,2,0,0,2,1,0,1,1,3,0,0,0
7651,1,2,1,0,0,0,0,1,1,0,0,1,1,0,1,1
7652,2,2,2,1,0,0,0,2,1,0,0,1,1,0,0,1
7653,1,3,1,4,0,0,0,2,1,0,0,1,4,1,0,0
7654,1,3,2,1,0,1,0,2,1,1,1,1,5,1,0,1
7655,2,1,1,1,2,1,0,2,1,0,1,1,0,0,0,1
7656,1,3,1,0,0,0,0,2,1,0,1,0,4,1,0,0
7657,1,1,1,1,0,0,0,1,0,0,1,1,2,0,0,1
7658,2,2,1,1,2,0,0,0,1,0,1,0,1,0,0,0
7659,1,2,2,4,0,0,0,1,1,1,1,1,3,0,1,1
7660,1,2,1,0,0,1,0,0,0,0,1,1,1,0,0,1
7661,2,1,1,0,2,1,1,1,0,0,1,1,4,0,1,1
7662,1,2,1,3,0,0,0,1,1,1,0,1,1,0,0,0
7663,2,1,1,4,2,0,0,2,1,1,0,0,1,0,1,0
7664,1,2,2,2,0,0,0,2,1,1,0,1,5,0,0,1
7665,1,2,1,4,2,0,0,0,1,0,1,0,3,0,0,1
7666,2,3,1,0,2,0,0,1,1,0,0,1,2,1,0,1
7667,2,2,1,1,2,0,0,2,1,0,1,1,3,1,0,1
7668,1,2,2,3,0,0,0,1,1,0,1,1,3,0,0,0
7669,2,2,1,1,0,0,0,2,1,0,0,0,3,0,0,1
7670,1,2,1,4,0,0,0,1,0,1,1,1,1,0,0,1
7671,1,1,2,4,2,1,0,0,0,1,1,0,3,0,1,0
7672,1,2,2,4,0,0,0,0,1,1,0,1,2,0,0,1
7673,1,1,2,4,2,1,0,0,0,1,1,0,1,0,0,1
7674,1,1,2,3,0,1,0,0,1,1,0,1,4,0,0,1
7675,1,1,2,0,0,0,0,0,0,1,1,1,2,0,0,1
7676,1,1,1,3,0,0,0,1,1,1,1,1,1,0,0,1
7677,1,2,1,2,2,1,0,2,1,0,0,1,5,0,0,1
7678,2,2,1,4,2,0,0,1,1,1,0,1,4,0,1,1
7679,1,2,2,2,0,0,0,1,1,1,1,1,3,0,0,1
7680,2,3,2,0,0,0,0,2,1,0,1,0,4,1,0,1
7681,2,1,2,2,2,0,0,0,0,0,0,0,2,0,0,0
7682,1,2,1,2,0,1,0,1,1,1,1,1,2,1,1,0
7683,2,2,2,0,2,0,0,2,1,0,0,0,3,0,1,1
7684,2,2,2,2,0,0,0,2,1,0,0,1,3,0,0,1
7685,1,2,1,1,0,0,0,0,1,0,1,1,1,0,0,1
7686,1,2,1,1,0,1,0,0,1,1,1,1,4,0,0,0
7687,1,1,1,2,0,0,0,2,1,0,0,1,2,0,0,0
7688,2,3,1,0,2,1,0,2,1,0,1,1,2,1,0,1
7689,1,2,2,1,0,1,0,1,1,1,0,1,5,0,0,1
7690,2,2,2,2,0,1,0,2,1,0,1,1,1,1,0,0
7691,1,1,2,1,0,1,0,1,1,1,1,1,4,0,0,1
7692,1,2,1,4,2,0,0,0,1,1,1,0,2,0,0,1
7693,1,1,2,3,0,0,0,1,1,0,1,1,1,0,0,1
7694,1,2,1,0,0,0,0,1,1,1,1,1,1,0,0,1
7695,1,1,2,4,0,0,0,1,1,0,0,1,4,0,0,1
7696,1,2,1,4,0,1,0,2,1,1,0,1,4,0,0,1
7697,2,1,2,4,0,0,0,1,1,0,1,0,5,0,0,1
7698,2,2,2,4,0,1,0,2,1,1,1,1,4,0,0,0
7699,2,2,2,3,0,1,0,2,1,0,1,1,3,0,0,1
7700,2,2,2,0,0,0,0,2,1,0,1,1,4,1,0,1
7701,1,2,2,4,2,1,0,2,1,0,0,1,3,0,0,1
7702,2,2,1,2,2,1,0,1,1,1,0,1,3,0,0,1
7703,1,1,2,0,0,0,0,0,1,1,0,0,2,0,1,1
7704,1,1,2,3,0,1,0,1,1,1,1,0,5,0,0,1
7705,1,2,1,3,0,1,1,0,1,1,1,1,5,0,0,1
7706,1,2,1,1,2,1,0,2,1,0,0,0,0,0,1,1
7707,1,3,1,2,0,0,0,1,0,1,1,0,4,1,1,0
7708,1,1,1,0,0,0,0,0,1,0,0,1,3,0,0,1
7709,2,2,2,3,0,0,0,2,0,0,1,1,1,0,0,0
7710,1,1,2,3,0,0,0,0,1,0,0,1,1,0,0,0
7711,2,2,1,2,2,0,1,1,1,1,1,1,5,0,0,1
7712,2,3,2,3,0,0,0,2,1,1,1,1,4,1,0,1
7713,1,2,1,0,0,0,0,1,1,0,1,1,2,0,0,1
7714,1,2,2,0,0,0,0,1,1,0,1,1,1,0,0,1
7715,2,2,1,1,2,0,0,2,1,0,0,0,4,0,0,1
7716,1,2,2,0,0,0,0,1,1,0,1,1,5,0,0,1
7717,2,2,1,2,2,1,0,1,1,0,1,1,4,1,0,1
7718,1,1,2,4,0,0,0,1,0,1,1,0,5,0,0,0
7719,1,1,1,2,0,1,0,1,1,0,0,1,2,0,0,1
7720,1,2,1,1,0,0,0,2,1,0,0,1,2,0,0,1
7721,1,1,2,1,0,0,0,1,1,1,1,1,2,0,0,1
7722,2,1,1,0,2,0,1,1,0,0,0,0,1,0,0,1
7723,1,1,1,1,0,0,0,1,1,1,1,1,4,1,0,0
7724,1,2,2,4,2,0,0,0,0,0,1,1,5,0,0,1
7725,2,3,1,1,2,0,0,2,0,0,0,1,2,1,0,1
7726,2,1,1,3,2,0,0,1,1,1,1,1,5,1,0,0
7727,2,1,1,3,2,1,0,2,1,0,1,1,5,0,0,1
7728,2,1,1,3,2,1,1,1,1,1,1,1,5,0,0,1
7729,1,3,2,3,0,1,0,0,1,1,0,1,2,1,0,0
7730,1,2,2,0,0,0,0,1,1,0,0,1,2,0,0,1
7731,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1
7732,1,2,1,4,2,1,1,1,1,1,0,0,3,1,0,1
7733,2,1,1,1,0,1,0,1,1,0,0,0,3,0,0,1
7734,2,1,1,1,2,0,0,0,1,0,0,1,0,0,0,0
7735,1,2,2,1,0,0,0,0,0,0,1,1,5,0,0,1
7736,2,3,2,0,2,0,0,2,1,0,1,1,4,1,0,1
7737,2,3,2,3,0,0,0,1,1,1,0,1,5,1,0,0
7738,2,2,1,1,2,0,0,2,1,0,0,0,4,0,0,1
7739,2,1,2,3,0,0,0,1,0,1,1,1,4,0,1,1
7740,2,1,1,1,0,1,0,2,0,0,1,1,3,0,0,1
7741,1,2,1,4,0,0,0,1,1,1,1,1,2,0,0,1
7742,1,2,1,2,0,0,0,1,1,1,1,1,4,0,0,0
7743,1,3,2,4,0,1,0,2,1,1,1,1,5,1,0,0
7744,1,1,1,3,0,0,0,0,0,1,1,1,1,0,0,1
7745,1,2,1,4,2,0,0,1,1,1,0,1,1,0,0,1
7746,1,2,1,1,0,0,0,2,1,1,0,1,1,1,0,0
7747,1,2,2,0,0,1,0,0,1,0,1,1,2,1,0,1
7748,1,1,2,3,0,0,1,2,1,1,1,1,5,0,0,1
7749,2,2,1,1,0,1,0,2,1,0,1,1,4,0,0,1
7750,2,2,1,1,2,1,0,0,0,0,1,1,3,0,1,1
7751,1,2,1,0,0,0,0,0,1,0,1,1,3,0,0,1
7752,2,1,2,2,0,0,0,1,0,0,1,1,3,0,0,0
7753,2,1,1,2,2,0,0,0,0,1,0,1,3,0,0,1
7754,2,2,2,0,0,1,0,0,1,0,1,0,1,0,0,1
7755,2,3,2,3,0,0,0,0,1,1,0,1,5,1,0,1
7756,2,3,1,1,2,1,0,0,0,0,1,1,5,1,1,1
7757,1,2,2,1,0,0,0,1,1,1,1,1,2,0,1,1
7758,1,2,1,1,0,1,0,1,1,0,1,1,2,0,1,1
7759,1,2,1,1,0,0,1,2,1,0,1,1,4,1,0,1
7760,2,1,2,2,2,1,0,2,0,0,1,1,3,1,1,0
7761,2,2,2,2,0,0,1,2,1,0,0,1,2,1,0,1
7762,2,2,1,2,2,0,0,0,0,0,0,0,2,0,0,1
7763,1,2,1,0,0,0,0,1,1,0,0,1,1,0,0,1
7764,1,1,2,3,0,0,1,0,1,0,1,1,1,0,0,1
7765,2,1,1,3,2,0,0,0,0,0,0,1,2,0,0,0
7766,2,1,2,4,0,0,0,1,1,1,0,1,5,0,0,1
7767,1,1,2,1,0,1,0,0,1,1,1,1,1,0,0,1
7768,1,2,1,4,0,0,0,1,1,0,1,0,2,0,0,0
7769,2,1,2,2,0,1,1,2,1,0,0,1,3,0,0,1
7770,2,2,1,3,2,0,0,0,0,0,0,1,2,0,0,1
7771,1,2,2,2,0,0,0,0,1,1,1,1,1,0,0,1
7772,2,1,1,2,2,0,0,1,1,0,0,1,4,0,0,0
7773,1,1,1,1,0,0,0,1,1,0,0,1,4,0,0,1
7774,2,3,2,2,0,0,0,2,1,1,1,1,3,1,1,1
7775,2,1,1,3,2,1,0,2,1,0,0,0,1,0,0,1
7776,1,3,2,0,0,0,0,1,1,0,0,0,1,1,0,1
7777,2,3,1,0,0,0,0,2,1,0,0,0,5,1,0,1
7778,2,1,1,1,2,0,0,0,0,0,0,1,1,0,0,1
7779,2,3,1,1,2,0,0,2,1,0,0,0,1,1,0,1
7780,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0
7781,1,2,1,4,0,0,0,0,1,0,1,1,3,0,0,0
7782,2,1,2,4,2,0,0,2,1,1,1,1,3,1,0,0
7783,2,1,2,4,0,1,0,2,1,1,0,0,3,1,0,0
7784,1,2,1,1,0,1,0,0,0,0,1,0,2,0,0,1
7785,2,1,1,3,2,0,0,1,0,1,0,0,4,0,1,0
7786,2,1,1,3,2,1,0,0,1,1,1,1,2,0,1,1
7787,2,1,2,4,0,1,0,1,1,1,1,1,3,0,0,0
7788,2,2,1,1,2,0,0,1,1,0,0,0,1,0,0,1
7789,1,1,1,4,0,0,1,0,1,1,0,0,4,0,0,0
7790,2,3,1,2,2,1,0,1,0,1,0,1,4,1,0,0
7791,1,2,1,2,0,0,0,1,1,1,1,1,0,0,0,0
7792,1,2,2,1,0,0,0,0,1,1,1,1,4,0,0,1
7793,2,1,2,4,0,0,0,1,0,1,1,0,4,0,1,1
7794,2,2,2,1,0,0,0,0,1,0,1,0,2,0,0,1
7795,2,1,1,0,2,0,0,1,1,0,1,0,1,0,0,1
7796,2,2,2,0,2,0,0,1,1,0,0,0,2,0,0,1
7797,1,1,1,3,0,1,0,1,1,0,0,1,4,0,0,1
7798,2,3,1,0,2,0,0,1,1,0,0,1,5,1,0,1
7799,1,1,2,4,0,1,0,1,0,0,1,1,2,0,0,1
7800,2,2,2,3,0,0,0,2,1,1,1,1,4,0,1,0
7801,2,2,1,1,2,0,0,0,0,0,1,1,3,1,0,1
7802,2,2,1,3,2,0,0,2,1,0,1,0,1,1,0,1
7803,1,1,1,0,0,0,0,1,1,0,1,1,3,0,0,1
7804,1,2,1,4,2,0,0,1,1,0,0,1,1,0,1,1
7805,1,1,2,2,0,1,0,0,0,0,0,1,2,0,0,1
7806,2,1,2,3,2,0,0,0,1,1,0,1,4,0,0,1
7807,1,2,1,3,0,0,0,2,1,0,0,1,1,0,0,1
7808,2,2,1,3,2,1,0,1,0,1,0,1,4,0,0,1
